adj,freq,class,subjectivity,best performing,difference lex-sub,input_score,lexical_score,sub_score,age,input strings,output strings
tiny,80,dimension,0.414444444444444,input,-0.027644930398444924,0.14908547406445941,8.9689248554460893e-07,0.027645827290930469,2,"little tiny ,tiny little ,little tiny ,tiny little ,teeny tiny ,little tiny ,little tiny ,little tiny ,tiny little ,tiny little ,little tiny ,little tiny ,teeny tiny ,teeny tiny ,little tiny ,little tiny ,little tiny ,tiny little ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,wee tiny ,wee tiny ,wee tiny ,wee tiny ,wee tiny ,wee tiny ,wee tiny ,tiny little ,wee tiny ,little tiny ,tiny little ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,tiny little ,little tiny ,little tiny ,tiny little ,little tiny ,tiny little ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,","little tiny ,little tiny ,tiny little ,little tiny ,little tiny ,big tiny ,big tiny ,little tiny ,little tiny ,little tiny ,tiny little ,tiny little ,wee tiny ,wee tiny ,wee tiny ,little tiny ,little tiny ,little tiny ,little tiny ,tiny little ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,tiny little ,tiny little ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,"
close,N/A,location,0.629230769230769,N/A,0.0,0.5,0.5,0.5,2,,"fun close ,"
dear,1,value,0.61,lexical,0.051688578360575992,0.0023784089542004949,0.051709670985414673,2.1092624838682853e-05,2,"dear old ,","dear little ,dear little ,dear poor ,dear poor ,dear poor ,dear big ,dear poor ,dear poor ,dear poor ,dear poor ,dear poor ,dear poor ,dear poor ,dear poor ,dear big ,dear poor ,dear poor ,dear poor ,dear poor ,dear poor ,dear poor ,"
sharp,2,physical,0.417272727272727,input,0.002519192164800961,0.125,0.030601605674182696,0.028082413509381735,2,"little sharp ,sharp little ,","sharp little ,sharp long ,sharp little ,"
jolly,10,human,0.675714285714286,input,-0.47301208922186277,0.95454545454545459,0.2179465349906351,0.69095862421249787,2,"jolly good ,jolly hard ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly good ,jolly long ,","jolly tall ,"
open,1,dimension,0.422857142857143,lexical,0.21693672300389416,0.140625,0.40992423842957137,0.19298751542567721,2,"wide open ,","open little ,open wrong ,white open ,"
nasty,7,value,0.757142857142857,lexical,0.19102160046160821,0.31640625,0.75550071535332031,0.5644791148917121,2,"nasty dirty ,nasty little ,nasty old ,nasty little ,big nasty ,big nasty ,big nasty ,","nasty old ,nasty old ,"
blue,68,color,0.346666666666667,sub,-0.12719986973580261,0.15064668385912439,0.058370308746651466,0.18557017848245408,2,"big blue ,big blue ,nice blue ,nice blue ,blue red ,big blue ,big blue ,nice blue ,big blue ,big blue ,big blue ,blue red ,blue red ,big blue ,nice blue ,nice blue ,blue red ,blue red ,blue red ,big blue ,big blue ,big blue ,big blue ,nice blue ,nice blue ,nice blue ,big blue ,little blue ,big blue ,big blue ,nice blue ,little blue ,nice blue ,nice blue ,nice blue ,little blue ,nice blue ,big blue ,nice blue ,nice blue ,nice blue ,big blue ,nice blue ,nice blue ,big blue ,blue red ,big blue ,blue red ,big blue ,big blue ,nice blue ,nice blue ,nice blue ,blue red ,big blue ,nice blue ,little blue ,pretty blue ,red blue ,red blue ,red blue ,blue grey ,little blue ,pretty blue ,little blue ,big blue ,little blue ,pretty blue ,","pink blue ,pink blue ,big blue ,big blue ,big blue ,big blue ,big blue ,big blue ,big blue ,big blue ,big blue ,big blue ,big blue ,big blue ,little blue ,red blue ,red blue ,little blue ,little blue ,blue fun ,blue fun ,blue green ,blue fun ,blue fun ,"
huge,5,dimension,0.624285714285714,input,1.0865746285817498e-05,0.017817948013544083,1.2802889458888031e-05,1.937143173070534e-06,2,"huge dirty ,big huge ,big huge ,big huge ,pretty huge ,","big huge ,big huge ,big huge ,big huge ,big huge ,big huge ,big huge ,big huge ,big huge ,big huge ,big huge ,big huge ,big huge ,big huge ,"
little,471,dimension,0.413571428571429,lexical,0.021646682634501715,0.0097233433994004213,0.021647355631889346,6.7299738763088105e-07,2,"little tiny ,bad little ,tiny little ,chubby little ,chubby little ,chubby little ,little flat ,nice little ,cute little ,little green ,little green ,little sharp ,poor little ,good little ,awful little ,fun little ,neat little ,nice little ,nice little ,awful little ,neat little ,nice little ,nice little ,little yellow ,good little ,great little ,little tiny ,tiny little ,little tiny ,little tiny ,little tiny ,nice little ,little round ,tiny little ,tiny little ,poor little ,small little ,great little ,cute little ,nice little ,great little ,nice little ,great little ,little yellow ,little yellow ,little red ,little white ,little green ,little yellow ,little yellow ,little red ,little red ,little green ,little red ,little pink ,little green ,little yellow ,little wooden ,nice little ,little yellow ,little white ,little yellow ,little yellow ,little yellow ,little green ,little wooden ,little red ,little yellow ,little yellow ,little red ,little red ,little green ,little red ,proper little ,little wooden ,little wooden ,little wooden ,little green ,little red ,little yellow ,little yellow ,little yellow ,little yellow ,nice little ,nice little ,little red ,little red ,little yellow ,little red ,little red ,little green ,little blue ,little red ,little plastic ,little red ,little blue ,little plastic ,little yellow ,little blue ,little plastic ,little wooden ,little yellow ,little yellow ,little green ,little yellow ,little yellow ,little plastic ,little yellow ,little red ,little red ,little brown ,proper little ,little red ,little red ,little yellow ,little plastic ,little green ,proper little ,nice little ,little red ,little yellow ,little green ,little red ,nice little ,poor little ,little yellow ,little yellow ,little wooden ,nice little ,little yellow ,little yellow ,nice little ,little yellow ,little wooden ,little green ,little red ,nice little ,little wooden ,little white ,little wooden ,little white ,little white ,little red ,little green ,little green ,little wool ,little brown ,little yellow ,little red ,little green ,little yellow ,little yellow ,little red ,little pink ,little red ,little red ,little yellow ,little yellow ,little yellow ,little yellow ,little yellow ,little yellow ,little yellow ,little green ,little green ,little green ,little white ,little yellow ,little green ,little green ,little yellow ,little yellow ,nice little ,little yellow ,proper little ,proper little ,proper little ,little east ,proper little ,little green ,nice little ,little red ,little red ,little red ,little yellow ,smart little ,neat little ,little sad ,little tiny ,little empty ,nice little ,nice little ,good little ,nice little ,nice little ,good little ,nice little ,horrible little ,cute little ,dirty little ,horrible little ,little tiny ,little red ,clean little ,clean little ,little green ,fun little ,little green ,little green ,little green ,poor little ,little square ,little teeny ,little white ,poor little ,little teeny ,little french ,little french ,little white ,poor little ,little white ,little teeny ,little teeny ,little teeny ,little weird ,little tiny ,little tiny ,little tiny ,tiny little ,little tiny ,poor little ,little tiny ,little teeny ,little tiny ,little tiny ,little tiny ,little tiny ,poor little ,little black ,nice little ,poor little ,little brown ,tiny little ,poor little ,poor little ,poor little ,little tiny ,tiny little ,little blue ,little yellow ,stupid little ,little tiny ,pretty little ,little wooden ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little empty ,nice little ,little dirty ,little red ,poor little ,nice little ,nice little ,nice little ,pretty little ,little tiny ,little tiny ,little tiny ,little short ,poor little ,little old ,small little ,small little ,nice little ,pretty little ,happy little ,little old ,nice little ,little tiny ,nice little ,nice little ,naughty little ,naughty little ,nasty little ,vicious little ,little grey ,poor little ,poor little ,poor little ,poor little ,poor little ,chubby little ,nice little ,naughty little ,fun little ,little red ,naughty little ,beautiful little ,nice little ,horrible little ,poor little ,fun little ,poor little ,poor little ,little grey ,beautiful little ,little tiny ,good little ,little tiny ,little hot ,pretty little ,pretty little ,pretty little ,little red ,little red ,little red ,little tiny ,pretty little ,little tiny ,little tiny ,little dutch ,pretty little ,pretty little ,little hot ,little tiny ,poor little ,clever little ,clever little ,little tiny ,little tiny ,little green ,clever little ,little gentle ,sharp little ,little tiny ,clever little ,nice little ,good little ,good little ,little old ,little tiny ,little red ,little red ,little red ,first little ,first little ,first little ,first little ,little tiny ,wrong little ,little tiny ,little tiny ,little fancy ,little fancy ,clever little ,little red ,little red ,little tiny ,nasty little ,tiny little ,little old ,little white ,poor little ,nice little ,little tiny ,nice little ,nice little ,little teeny ,little tiny ,tiny little ,little red ,little blue ,little red ,little old ,little tiny ,little red ,pretty little ,tiny little ,fun little ,little brown ,good little ,little black ,cute little ,nice little ,fun little ,nice little ,little wooden ,poor little ,poor little ,poor little ,little wooden ,poor little ,little wooden ,poor little ,little wooden ,poor little ,poor little ,little wooden ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,nice little ,little tiny ,little blue ,white little ,new little ,nice little ,nice little ,new little ,new little ,new little ,new little ,little tiny ,new little ,new little ,little tiny ,little black ,little black ,little tiny ,little black ,sweet little ,sweet little ,little wooden ,cute little ,new little ,nice little ,little black ,cute little ,little brown ,little tiny ,little tiny ,little tiny ,little red ,cute little ,regular little ,new little ,regular little ,little white ,cute little ,cute little ,little tiny ,regular little ,little blue ,little wooden ,new little ,cute little ,regular little ,little red ,regular little ,little tiny ,nice little ,little brown ,little red ,little brown ,little round ,little black ,nice little ,little brown ,white little ,little wooden ,nice little ,smart little ,little east ,nice little ,little red ,little tiny ,","little orange ,nice little ,poor little ,little old ,nice little ,naughty little ,naughty little ,top little ,fun little ,poor little ,little tiny ,nice little ,nice little ,nice little ,little round ,little grey ,nice little ,nice little ,nice little ,dear little ,dear little ,sharp little ,little tiny ,tiny little ,little tiny ,little tiny ,little big ,little tiny ,little tiny ,little tiny ,tiny little ,sharp little ,poor little ,little big ,open little ,clever little ,clever little ,clever little ,clever little ,clever little ,little white ,little nice ,little big ,tiny little ,little big ,good little ,first little ,first little ,little tiny ,little tiny ,little yellow ,cute little ,little green ,little green ,little green ,little tiny ,little yellow ,little tiny ,little white ,little red ,tiny little ,little blue ,big little ,little tiny ,little blue ,nice little ,poor little ,little blue ,just little ,poor little ,poor little ,little tiny ,little tiny ,little tiny ,little tiny ,nice little ,little fluffy ,tiny little ,tiny little ,poor little ,poor little ,little tiny ,big little ,just little ,green little ,little tiny ,little tiny ,poor little ,naughty little ,naughty little ,little red ,big little ,little big ,big little ,little dutch ,little tiny ,little teeny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,little tiny ,cute little ,little black ,precious little ,cute little ,"
eensie,3,dimension,0.7175,input,-0.0062906956362278176,0.13493381373857005,0.00013735759933024318,0.0064280532355580604,2,"eensie weensie ,eensie weensie ,eensie weensie ,","eensie weensie ,eensie weensie ,eensie weensie ,eensie weensie ,eensie weensie ,eensie weensie ,eensie weensie ,eensie weensie ,eensie weensie ,eensie weensie ,eensie weensie ,eensie weensie ,eensie weensie ,eensie weensie ,eensie weensie ,"
fair,N/A,human,0.634166666666667,N/A,0.0,0.25,0.25,0.25,2,,"fair fluffy ,fair fluffy ,"
wee,36,dimension,0.762857142857143,sub,-0.12309903108491796,0.022369545019090761,0.01588370742146963,0.13898273850638759,2,"gorgeous wee ,bright wee ,awful wee ,wee high ,good wee ,wee quick ,awful wee ,wee hungry ,poor wee ,wee tiny ,good wee ,poor wee ,wee tiny ,awful wee ,good wee ,awful wee ,wee tiny ,wee old ,wee old ,wee old ,wee tiny ,wee red ,good wee ,awful wee ,wee tiny ,wee second ,wee second ,wee old ,wee tiny ,awful wee ,wee tiny ,good wee ,wee red ,wee red ,wee red ,wee tiny ,","wee tiny ,wee tiny ,wee big ,wee short ,wee big ,wee tiny ,wee big ,"
itsy,1,dimension,0.656666666666667,input,-0.11024589051023531,0.31640625,0.093321453398637039,0.20356734390887235,2,"itsy bitsy ,","itsy bitsy ,itsy bitsy ,itsy bitsy ,itsy bitsy ,"
purple,4,color,0.2405,input,0.023109600679694142,0.5,0.1092608326253186,0.086151231945624462,2,"red purple ,red purple ,purple red ,purple pink ,","purple red ,"
haired,N/A,material,0.324615384615385,N/A,0.0,0.5,0.5,0.5,2,,"long haired ,"
top,N/A,location,0.135714285714286,N/A,0.0,0.5,0.5,0.5,2,,"top little ,"
hot,5,physical,0.403,input,-0.019118605775394315,0.84027777777777768,0.47252478922881974,0.49164339500421406,2,"nice hot ,nice hot ,little hot ,little hot ,mean hot ,","big hot ,nice hot ,"
long,40,dimension,0.556428571428571,sub,-0.033389437696597572,0.037120171819498865,0.039060206312475844,0.072449644009073416,2,"pretty long ,big long ,nice long ,nice long ,good long ,good long ,good long ,good long ,good long ,jolly long ,big long ,big long ,big long ,big long ,big long ,big long ,big long ,big long ,long slow ,big long ,pretty long ,big long ,big long ,great long ,big long ,big long ,big long ,big long ,big long ,big long ,big long ,big long ,big long ,big long ,big long ,big long ,big long ,big long ,big long ,pretty long ,","long haired ,live long ,sharp long ,big long ,big long ,long big ,big long ,big long ,big long ,"
next,4,temporal,0.281,input,-0.11874392292372438,0.81000000000000005,0.63728411085020231,0.75602803377392669,2,"back next ,old next ,cross next ,cross next ,","early next ,early next ,"
teeny,11,dimension,0.531818181818182,input,-0.081076477601771391,0.625,0.44711292795094537,0.52818940555271676,2,"teeny tiny ,teeny tiny ,teeny tiny ,little teeny ,little teeny ,little teeny ,little teeny ,little teeny ,little teeny ,little teeny ,teeny weeny ,","little teeny ,"
live,N/A,human,0.174615384615385,N/A,0.0,0.5,0.5,0.5,2,,"live long ,"
black,39,color,0.269,input,0.0,0.98750000000000004,0.89544282029234734,0.89544282029234734,2,"big black ,big black ,big black ,big black ,big black ,smart black ,big black ,big black ,big black ,smart black ,big black ,big black ,big black ,big black ,big black ,big black ,big black ,smart black ,big black ,big black ,big black ,big black ,little black ,big black ,big black ,big black ,good black ,big black ,big black ,big black ,big black ,little black ,big black ,little black ,little black ,little black ,little black ,pretty black ,little black ,","little black ,"
pretty,76,value,0.863333333333333,lexical,0.005419572239525495,0.00075174861827743294,0.0063667914052763291,0.00094721916575083375,2,"pretty heavy ,pretty good ,gentle pretty ,pretty short ,pretty long ,pretty loud ,gentle pretty ,pretty wild ,pretty silly ,pretty wild ,pretty neat ,pretty silly ,pretty good ,pretty hard ,pretty big ,pretty big ,pretty hard ,pretty good ,pretty long ,pretty good ,pretty little ,pretty new ,pretty good ,pretty good ,pretty little ,pretty blue ,pretty little ,pretty huge ,pretty little ,pretty little ,pretty little ,pretty good ,pretty little ,pretty good ,pretty good ,pretty good ,pretty little ,pretty good ,pretty good ,pretty good ,pretty little ,nice pretty ,nice pretty ,pretty good ,pretty wild ,pretty big ,pretty nice ,pretty nice ,pretty big ,pretty good ,pretty small ,pretty good ,pretty little ,pretty good ,pretty good ,pretty neat ,pretty quick ,pretty good ,pretty good ,pretty good ,pretty hard ,pretty hard ,pretty blue ,pretty big ,pretty fun ,pretty fun ,pretty new ,pretty black ,pretty big ,pretty blue ,pretty big ,pretty big ,pretty big ,pretty long ,pretty big ,pretty big ,","pretty big ,new pretty ,big pretty ,big pretty ,"
dutch,1,nationality,0.383333333333333,lexical,0.27822101510779162,0.75,0.99847224579867599,0.72025123069088437,2,"little dutch ,","little dutch ,"
orange,12,color,0.301538461538462,sub,-0.038652372115985933,0.13676867056475617,0.30695763030648132,0.34561000242246726,2,"big orange ,big orange ,big orange ,big orange ,big orange ,big orange ,big orange ,big orange ,big orange ,big orange ,brown orange ,big orange ,","little orange ,nice orange ,orange green ,nice orange ,"
new,48,age,0.265,sub,-0.047009084464252726,0.00067148181159861506,0.20358571712205747,0.2505948015863102,2,"new young ,new young ,new clean ,new clean ,new young ,new young ,new young ,nice new ,fancy new ,new clean ,new clean ,new clean ,new young ,new clean ,new clean ,new young ,nice new ,nice new ,nice new ,smart new ,smart new ,smart new ,big new ,pretty new ,new red ,clean new ,happy new ,new sleepy ,happy new ,new sleepy ,new sleepy ,nice new ,nice new ,nice new ,nice new ,new short ,new big ,new little ,new little ,new little ,new little ,new little ,new little ,new little ,new little ,pretty new ,new little ,new little ,","new pink ,happy new ,happy new ,happy new ,happy new ,happy new ,happy new ,happy new ,happy new ,new pretty ,nice new ,nice new ,nice new ,"
white,28,color,0.281428571428571,lexical,0.055183162209055475,0.1030133237229264,0.22131774892664413,0.16613458671758866,2,"little white ,white fluffy ,big white ,big white ,nice white ,nice white ,little white ,white fluffy ,big white ,big white ,big white ,little white ,little white ,little white ,big white ,big white ,little white ,big white ,little white ,little white ,little white ,little white ,nice white ,nice white ,white little ,big white ,little white ,white little ,","big white ,big white ,big white ,big white ,big white ,big white ,big white ,white big ,big white ,big white ,big white ,big white ,big white ,big white ,big white ,big white ,big white ,big white ,big white ,little white ,big white ,little white ,big white ,big white ,big white ,big white ,big white ,big white ,white open ,"
red,122,color,0.174166666666667,lexical,0.11754154010971904,0.016320574219309682,0.12706756689654031,0.0095260267868212747,2,"blue red ,nice red ,bright red ,little red ,little red ,nice red ,little red ,little red ,blue red ,blue red ,nice red ,little red ,little red ,nice red ,blue red ,blue red ,little red ,little red ,small red ,blue red ,small red ,little red ,big red ,little red ,little red ,nice red ,red purple ,little red ,little red ,small red ,nice red ,little red ,small red ,small red ,little red ,little red ,little red ,nice red ,nice red ,nice red ,little red ,little red ,small red ,little red ,little red ,nice red ,big red ,nice red ,little red ,little red ,big red ,blue red ,little red ,nice red ,blue red ,little red ,nice red ,little red ,little red ,small red ,nice red ,nice red ,red purple ,small red ,blue red ,big red ,big red ,nice red ,nice red ,little red ,little red ,little red ,little red ,big red ,big red ,wee red ,wee red ,wee red ,wee red ,big red ,big red ,purple red ,little red ,new red ,bright red ,nice red ,little red ,bright red ,little red ,little red ,little red ,big red ,big red ,big red ,red blue ,red blue ,red blue ,big red ,little red ,little red ,little red ,big red ,big red ,big red ,big red ,little red ,little red ,big red ,big red ,little red ,little red ,little red ,big red ,big red ,big red ,big red ,little red ,little red ,little red ,little red ,big red ,big red ,","purple red ,light red ,pink red ,big red ,pink red ,big red ,big red ,big red ,big red ,light red ,big red ,big red ,big red ,pink red ,big red ,light red ,light red ,big red ,red yellow ,big red ,big red ,big red ,big red ,big red ,big red ,little red ,red blue ,red blue ,big red ,big red ,big red ,red ripe ,red ripe ,little red ,big red ,big red ,"
happy,6,human,0.43,input,-0.00049969489150773999,0.35533419800807697,3.6322571591827481e-05,0.00053601746309956744,2,"happy first ,happy first ,happy first ,happy little ,happy new ,happy new ,","happy new ,happy new ,happy new ,happy new ,happy new ,happy new ,happy new ,happy new ,light happy ,"
poor,40,value,0.53,sub,-0.13343801497568789,2.979894696759641e-25,1.1379351762277978e-08,0.13343802635503965,2,"poor polar ,poor little ,poor little ,poor old ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor wee ,poor wee ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor old ,poor old ,poor old ,poor old ,poor old ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,poor little ,","poor little ,poor little ,dear poor ,dear poor ,dear poor ,dear poor ,dear poor ,dear poor ,dear poor ,dear poor ,dear poor ,dear poor ,poor little ,dear poor ,dear poor ,dear poor ,dear poor ,dear poor ,dear poor ,dear poor ,poor little ,poor little ,poor little ,poor old ,poor little ,poor little ,poor old ,poor little ,poor old ,poor old ,"
pink,6,color,0.1075,lexical,8.2193477781313405e-05,1.0359204073132792e-05,8.2236687492490322e-05,4.3209711176914728e-08,2,"fun pink ,little pink ,fluffy pink ,little pink ,fluffy pink ,purple pink ,","new pink ,pink blue ,pink blue ,pink red ,pink red ,pink red ,"
clever,5,human,0.640909090909091,input,-0.12237061198082098,0.64722784850823034,0.00049718886814081192,0.1228678008489618,2,"clever little ,clever little ,clever little ,clever little ,clever little ,","clever little ,clever little ,clever little ,clever little ,clever little ,"
posh,N/A,value,0.654666666666667,N/A,0.0,0.125,0.125,0.125,2,,"nice posh ,nice posh ,nice posh ,"
