workerid,class,predicate,slide_number,response
7,physical,hard,28,0.39
7,other,still,29,0.23
7,physical,fluffy,30,0.49
7,physical,smooth,31,0.32
7,value,right,32,0.98
8,other,undercover,3,0.2
8,speed,instant,4,0.17
8,value,ugly,5,0.82
8,physical,cool,6,0.83
8,other,part,7,0.09
8,other,musical,8,0.08
8,value,pathetic,9,0.87
8,color,gold,10,0.14
8,human,goofy,11,0.86
8,value,delicious,12,0.91
8,value,wild,13,0.86
8,value,just,14,0.84
8,human,dizzy,15,0.83
8,human,jolly,16,0.81
8,material,plastic,17,0.18
8,speed,slow,18,0.85
8,color,yellow,19,0.35
8,physical,cold,20,0.72
8,other,ready,21,0.81
8,physical,shiny,22,0.89
8,physical,fuzzy,23,0.84
8,location,front,24,0.15
8,age,old,25,0.87
8,location,far,26,0.77
8,color,blue,27,0.16
8,value,dandy,28,0.76
8,color,black,29,0.11
8,location,side,30,0.18
8,physical,slippery,31,0.79
8,age,young,32,0.77
