workerid,class,predicate,slide_number,response
4,physical,crisp,21,0.95
4,other,fake,22,0.21
4,physical,hot,23,0.22
4,value,wild,24,0.45
4,dimension,chubby,25,0.48
4,human,kind,26,0.78
4,speed,quick,27,0.78
4,location,western,28,0.15
4,physical,fragile,29,0.57
4,human,hungry,30,0.57
4,other,obvious,31,0.28
4,physical,shiny,32,0.25
5,dimension,bitsy,3,0.83
5,dimension,itsy,4,0.81
5,value,beautiful,5,1
5,material,haired,6,0.52
5,value,rotten,7,0.75
5,physical,strong,8,0.22
5,dimension,thick,9,0.29
5,human,wise,10,0.74
5,dimension,huge,11,0.13
5,value,neat,12,0.72
5,temporal,first,13,0
5,other,glitzy,14,0.22
5,age,new,15,0
5,value,wild,16,0.31
5,dimension,weensie,17,0.85
5,other,sick,18,0.47
5,temporal,second,19,0
5,age,ancient,20,0.09
5,color,gold,21,0
5,color,grey,22,0.01
5,value,wrong,23,0.6
5,physical,crunchy,24,0.49
5,location,back,25,0.52
5,value,pretty,26,1
5,physical,heavy,27,0.33
5,material,plastic,28,0
5,human,maternal,29,0.28
5,other,own,30,0.06
5,human,jolly,31,0.8
5,nationality,American,32,0.08
6,human,sleepy,3,0.51
6,temporal,past,4,0.01
6,value,bad,5,0.96
6,value,bonnie,6,0.02
6,human,hungry,7,0.05
6,physical,cold,8,0.98
6,color,clear,9,0.97
6,physical,rough,10,0.96
6,value,neat,11,0.96
6,color,gray,12,0.48
6,dimension,podgy,13,0.49
6,human,stupid,14,0.96
6,physical,crooked,15,0.03
6,other,natural,16,0.52
6,human,gloomy,17,0.96
6,physical,shiny,18,0.06
6,human,dumb,19,0.97
6,dimension,chubby,20,0.53
6,dimension,little,21,0.53
6,dimension,thin,22,0.6
6,human,live,23,0.04
6,physical,hot,24,0.09
6,location,meadow,25,0.03
6,human,grouchy,26,0.96
6,other,busy,27,0.94
6,value,plain,28,0.96
6,dimension,huge,29,0.05
6,value,rotten,30,0.01
6,other,same,31,0.49
6,dimension,weensie,32,0.97
7,human,dumb,3,0.75
7,human,mad,4,0.41
7,shape,round,5,0.04
7,human,gracious,6,0.61
7,location,high,7,0.34
7,physical,steep,8,0.23
7,location,close,9,0.43
7,dimension,long,10,0.31
7,human,smart,11,0.6
7,temporal,second,12,0.02
7,other,darned,13,0.88
7,location,south,14,0.01
7,color,purple,15,0.03
7,dimension,thick,16,0.34
7,value,precious,17,0.73
7,dimension,fat,18,0.52
7,human,wicked,19,0.86
7,other,choice,20,0.52
7,human,cross,21,0.27
7,human,smiley,22,0.41
7,location,upstairs,23,0.06
7,physical,shiny,24,0.06
7,location,back,25,0.1
7,dimension,short,26,0.12
7,human,wise,27,0.57
7,value,pretty,28,0.98
7,other,free,29,0.59
7,other,wiggly,30,0.51
7,human,gentle,31,0.48
7,material,wooden,32,0.11
8,physical,salty,3,0.92
8,value,wild,4,0.89
8,physical,spicey,5,0.62
8,physical,crisp,6,0.28
8,physical,shiny,7,0.2
8,other,bubbly,8,0.26
8,color,pale,9,0.23
8,value,perfect,10,0.78
8,other,musical,11,0.4
8,value,alright,12,0.75
8,other,roundabout,13,0.19
8,color,dark,14,0.1
8,other,messy,15,0.22
8,human,grumpy,16,0.55
8,other,fake,17,0.45
8,physical,fragile,18,0.28
8,age,teenage,19,0.3
8,material,haired,20,0.49
8,physical,waterproof,21,0.49
8,value,rotten,22,0.25
8,human,grouchy,23,0.45
8,other,pokey,24,0.33
8,value,nice,25,0.56
8,value,good,26,0.7
8,other,undercover,27,0.41
8,color,silver,28,0.09
8,value,cute,29,0.64
8,other,same,30,0.43
8,dimension,thin,31,0.52
8,physical,bumpy,32,0.45
