workerid,class,predicate,slide_number,response,language,enjoyment,gender,age,comments,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,size,itty,13,0.39,,-1,,,,-1,Mac,1440,2560,Safari,3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3U20ZGNLAORK4CEIQ2CY88R2FUS7D8,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Aug 02 14:28:27 PDT 2017,9,5,3,0,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 01 14:28:27 PDT 2017,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3IRIK4HM3BPASDJA36BGMSBDC19C61,0,Submitted,Thu Aug 03 07:15:06 PDT 2017,Wed Aug 02 14:34:38 PDT 2017,Wed Aug 02 14:35:06 PDT 2017,,,,,,[],0.43066666666666664
0,size,teeny,14,0.56,,-1,,,,-1,Mac,1440,2560,Safari,3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3U20ZGNLAORK4CEIQ2CY88R2FUS7D8,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Aug 02 14:28:27 PDT 2017,9,5,3,0,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 01 14:28:27 PDT 2017,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3IRIK4HM3BPASDJA36BGMSBDC19C61,0,Submitted,Thu Aug 03 07:15:06 PDT 2017,Wed Aug 02 14:34:38 PDT 2017,Wed Aug 02 14:35:06 PDT 2017,,,,,,[],0.43066666666666664
0,material,wooden,15,0.4,,-1,,,,-1,Mac,1440,2560,Safari,3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3U20ZGNLAORK4CEIQ2CY88R2FUS7D8,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Aug 02 14:28:27 PDT 2017,9,5,3,0,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 01 14:28:27 PDT 2017,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3IRIK4HM3BPASDJA36BGMSBDC19C61,0,Submitted,Thu Aug 03 07:15:06 PDT 2017,Wed Aug 02 14:34:38 PDT 2017,Wed Aug 02 14:35:06 PDT 2017,,,,,,[],0.43066666666666664
0,texture,soft,16,0.6,,-1,,,,-1,Mac,1440,2560,Safari,3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3U20ZGNLAORK4CEIQ2CY88R2FUS7D8,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Aug 02 14:28:27 PDT 2017,9,5,3,0,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 01 14:28:27 PDT 2017,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3IRIK4HM3BPASDJA36BGMSBDC19C61,0,Submitted,Thu Aug 03 07:15:06 PDT 2017,Wed Aug 02 14:34:38 PDT 2017,Wed Aug 02 14:35:06 PDT 2017,,,,,,[],0.43066666666666664
0,size,short,17,0.39,,-1,,,,-1,Mac,1440,2560,Safari,3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3U20ZGNLAORK4CEIQ2CY88R2FUS7D8,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Aug 02 14:28:27 PDT 2017,9,5,3,0,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 01 14:28:27 PDT 2017,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3IRIK4HM3BPASDJA36BGMSBDC19C61,0,Submitted,Thu Aug 03 07:15:06 PDT 2017,Wed Aug 02 14:34:38 PDT 2017,Wed Aug 02 14:35:06 PDT 2017,,,,,,[],0.43066666666666664
0,quality,ordinary,18,0.59,,-1,,,,-1,Mac,1440,2560,Safari,3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3U20ZGNLAORK4CEIQ2CY88R2FUS7D8,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Aug 02 14:28:27 PDT 2017,9,5,3,0,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 01 14:28:27 PDT 2017,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3IRIK4HM3BPASDJA36BGMSBDC19C61,0,Submitted,Thu Aug 03 07:15:06 PDT 2017,Wed Aug 02 14:34:38 PDT 2017,Wed Aug 02 14:35:06 PDT 2017,,,,,,[],0.43066666666666664
0,texture,hard,19,0.43,,-1,,,,-1,Mac,1440,2560,Safari,3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3U20ZGNLAORK4CEIQ2CY88R2FUS7D8,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Aug 02 14:28:27 PDT 2017,9,5,3,0,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 01 14:28:27 PDT 2017,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3IRIK4HM3BPASDJA36BGMSBDC19C61,0,Submitted,Thu Aug 03 07:15:06 PDT 2017,Wed Aug 02 14:34:38 PDT 2017,Wed Aug 02 14:35:06 PDT 2017,,,,,,[],0.43066666666666664
0,size,chubby,20,0.6,,-1,,,,-1,Mac,1440,2560,Safari,3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3U20ZGNLAORK4CEIQ2CY88R2FUS7D8,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Aug 02 14:28:27 PDT 2017,9,5,3,0,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 01 14:28:27 PDT 2017,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3IRIK4HM3BPASDJA36BGMSBDC19C61,0,Submitted,Thu Aug 03 07:15:06 PDT 2017,Wed Aug 02 14:34:38 PDT 2017,Wed Aug 02 14:35:06 PDT 2017,,,,,,[],0.43066666666666664
0,size,crust,21,0.41,,-1,,,,-1,Mac,1440,2560,Safari,3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3U20ZGNLAORK4CEIQ2CY88R2FUS7D8,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Aug 02 14:28:27 PDT 2017,9,5,3,0,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 01 14:28:27 PDT 2017,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3IRIK4HM3BPASDJA36BGMSBDC19C61,0,Submitted,Thu Aug 03 07:15:06 PDT 2017,Wed Aug 02 14:34:38 PDT 2017,Wed Aug 02 14:35:06 PDT 2017,,,,,,[],0.43066666666666664
0,color,golden,22,0.59,,-1,,,,-1,Mac,1440,2560,Safari,3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3U20ZGNLAORK4CEIQ2CY88R2FUS7D8,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Aug 02 14:28:27 PDT 2017,9,5,3,0,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 01 14:28:27 PDT 2017,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3IRIK4HM3BPASDJA36BGMSBDC19C61,0,Submitted,Thu Aug 03 07:15:06 PDT 2017,Wed Aug 02 14:34:38 PDT 2017,Wed Aug 02 14:35:06 PDT 2017,,,,,,[],0.43066666666666664
0,texture,sharp,23,0.65,,-1,,,,-1,Mac,1440,2560,Safari,3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3U20ZGNLAORK4CEIQ2CY88R2FUS7D8,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Aug 02 14:28:27 PDT 2017,9,5,3,0,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 01 14:28:27 PDT 2017,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3IRIK4HM3BPASDJA36BGMSBDC19C61,0,Submitted,Thu Aug 03 07:15:06 PDT 2017,Wed Aug 02 14:34:38 PDT 2017,Wed Aug 02 14:35:06 PDT 2017,,,,,,[],0.43066666666666664
0,age,ancient,24,0.47,,-1,,,,-1,Mac,1440,2560,Safari,3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3U20ZGNLAORK4CEIQ2CY88R2FUS7D8,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Aug 02 14:28:27 PDT 2017,9,5,3,0,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 01 14:28:27 PDT 2017,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3IRIK4HM3BPASDJA36BGMSBDC19C61,0,Submitted,Thu Aug 03 07:15:06 PDT 2017,Wed Aug 02 14:34:38 PDT 2017,Wed Aug 02 14:35:06 PDT 2017,,,,,,[],0.43066666666666664
0,quality,okay,25,0.63,,-1,,,,-1,Mac,1440,2560,Safari,3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3U20ZGNLAORK4CEIQ2CY88R2FUS7D8,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Aug 02 14:28:27 PDT 2017,9,5,3,0,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 01 14:28:27 PDT 2017,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3IRIK4HM3BPASDJA36BGMSBDC19C61,0,Submitted,Thu Aug 03 07:15:06 PDT 2017,Wed Aug 02 14:34:38 PDT 2017,Wed Aug 02 14:35:06 PDT 2017,,,,,,[],0.43066666666666664
0,color,orange,26,0.54,,-1,,,,-1,Mac,1440,2560,Safari,3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3U20ZGNLAORK4CEIQ2CY88R2FUS7D8,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Aug 02 14:28:27 PDT 2017,9,5,3,0,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 01 14:28:27 PDT 2017,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3IRIK4HM3BPASDJA36BGMSBDC19C61,0,Submitted,Thu Aug 03 07:15:06 PDT 2017,Wed Aug 02 14:34:38 PDT 2017,Wed Aug 02 14:35:06 PDT 2017,,,,,,[],0.43066666666666664
0,color,tawny,27,0.41,,-1,,,,-1,Mac,1440,2560,Safari,3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3U20ZGNLAORK4CEIQ2CY88R2FUS7D8,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Aug 02 14:28:27 PDT 2017,9,5,3,0,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 01 14:28:27 PDT 2017,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3IRIK4HM3BPASDJA36BGMSBDC19C61,0,Submitted,Thu Aug 03 07:15:06 PDT 2017,Wed Aug 02 14:34:38 PDT 2017,Wed Aug 02 14:35:06 PDT 2017,,,,,,[],0.43066666666666664
0,texture,smooth,28,0.58,,-1,,,,-1,Mac,1440,2560,Safari,3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3U20ZGNLAORK4CEIQ2CY88R2FUS7D8,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Aug 02 14:28:27 PDT 2017,9,5,3,0,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 01 14:28:27 PDT 2017,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3IRIK4HM3BPASDJA36BGMSBDC19C61,0,Submitted,Thu Aug 03 07:15:06 PDT 2017,Wed Aug 02 14:34:38 PDT 2017,Wed Aug 02 14:35:06 PDT 2017,,,,,,[],0.43066666666666664
0,size,podgy,29,0.41,,-1,,,,-1,Mac,1440,2560,Safari,3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3U20ZGNLAORK4CEIQ2CY88R2FUS7D8,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Aug 02 14:28:27 PDT 2017,9,5,3,0,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 01 14:28:27 PDT 2017,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3IRIK4HM3BPASDJA36BGMSBDC19C61,0,Submitted,Thu Aug 03 07:15:06 PDT 2017,Wed Aug 02 14:34:38 PDT 2017,Wed Aug 02 14:35:06 PDT 2017,,,,,,[],0.43066666666666664
0,color,pink,30,0.57,,-1,,,,-1,Mac,1440,2560,Safari,3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3U20ZGNLAORK4CEIQ2CY88R2FUS7D8,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Aug 02 14:28:27 PDT 2017,9,5,3,0,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 01 14:28:27 PDT 2017,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3IRIK4HM3BPASDJA36BGMSBDC19C61,0,Submitted,Thu Aug 03 07:15:06 PDT 2017,Wed Aug 02 14:34:38 PDT 2017,Wed Aug 02 14:35:06 PDT 2017,,,,,,[],0.43066666666666664
0,age,dead,31,0.49,,-1,,,,-1,Mac,1440,2560,Safari,3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3U20ZGNLAORK4CEIQ2CY88R2FUS7D8,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Aug 02 14:28:27 PDT 2017,9,5,3,0,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 01 14:28:27 PDT 2017,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3IRIK4HM3BPASDJA36BGMSBDC19C61,0,Submitted,Thu Aug 03 07:15:06 PDT 2017,Wed Aug 02 14:34:38 PDT 2017,Wed Aug 02 14:35:06 PDT 2017,,,,,,[],0.43066666666666664
0,color,silver,32,0.65,,-1,,,,-1,Mac,1440,2560,Safari,3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3U20ZGNLAORK4CEIQ2CY88R2FUS7D8,Adjectives of English,Answer questions about the interpretations of adjectives,language research UCI fun cognitive science university,$0.30,Wed Aug 02 14:28:27 PDT 2017,9,5,3,0,Assignable,NotReviewed,1 cond,1800,60000,Fri Sep 01 14:28:27 PDT 2017,https://requestersandbox.mturk.com/mturk/manageHIT?HITId=3G4VVJO6PZLYYXF9KDMMRRKM0GBKPL,3IRIK4HM3BPASDJA36BGMSBDC19C61,0,Submitted,Thu Aug 03 07:15:06 PDT 2017,Wed Aug 02 14:34:38 PDT 2017,Wed Aug 02 14:35:06 PDT 2017,,,,,,[],0.43066666666666664
